channel_set,epoch,g,is_best,learning_rate,model_family,run_id,stride,ticket_stage,track,train_acc@1,train_loss,validation_file_acc@1,validation_file_f1,validation_window_acc@1,validation_window_f1,view_mode,window_size
all12,71,25,false,0.0011747123846013448,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.01291604570294,0.5530581402352244,84.0,80.0,62.124248496993985,60.78101388350612,diff_all12,100
all12,72,25,false,0.0011381777501793119,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.26130153999006,0.5468460608938116,82.0,77.0,62.124248496993985,60.96160244046318,diff_all12,100
all12,73,25,false,0.0011019253581563261,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.21162444113264,0.5434527674304035,74.0,67.66666666666666,60.52104208416834,58.34465529659945,diff_all12,100
all12,74,25,false,0.001065980054111032,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.11227024341778,0.5364007001129242,78.0,72.33333333333333,65.13026052104209,63.864166120107605,diff_all12,100
all12,75,25,false,0.0010303664731593145,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.36065573770492,0.5413755235302466,78.0,71.66666666666666,62.725450901803605,61.747016055266826,diff_all12,100
all12,76,25,false,0.0009951090230706197,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.41033283656235,0.5403929055477338,84.0,80.0,66.33266533066133,65.27661865561987,diff_all12,100
all12,77,25,false,0.0009602318675400898,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.70839542970691,0.5339811864446421,80.0,75.0,65.7314629258517,64.57294794776622,diff_all12,100
all12,78,25,false,0.0009257589096279722,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.75807252856433,0.5327124013512275,84.0,79.33333333333333,64.92985971943888,64.44225666261592,diff_all12,100
all12,79,25,false,0.000891713775377657,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.31097863884749,0.5378227794105238,80.0,74.33333333333333,66.73346693386773,65.90237759344703,diff_all12,100
all12,80,25,false,0.0008581197976235675,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.75807252856433,0.5272949685579026,80.0,75.0,64.32865731462925,63.12313636583862,diff_all12,100
all12,81,25,false,0.0008250000000000001,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.50968703427719,0.5340353024284222,78.0,72.8,64.32865731462925,63.61712705024792,diff_all12,100
all12,82,25,false,0.000792377081161874,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.70839542970691,0.5287576231622483,82.0,77.0,65.13026052104209,64.3246233715105,diff_all12,100
all12,83,25,false,0.000760273399228211,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.31097863884749,0.5363342020562556,82.0,77.0,63.92785571142284,63.04540937761829,diff_all12,100
all12,84,25,false,0.0007287109564589919,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.05613512170889,0.515633043843718,80.0,74.8,65.33066132264528,64.0333378892835,diff_all12,100
all12,85,25,false,0.000697711384175914,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.95678092399403,0.5235197496722127,70.0,62.33333333333333,59.519038076152306,56.75641389663072,diff_all12,100
all12,86,25,false,0.0006672959279373549,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.10581222056632,0.5184683973109373,82.0,77.0,66.93386773547094,65.80204647329158,diff_all12,100
all12,87,25,false,0.0006374854329777358,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.00645802285146,0.5230077040236919,76.0,69.46666666666665,64.92985971943888,63.09246413327716,diff_all12,100
all12,88,25,false,0.0006083003299212338,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.70839542970691,0.5256460288005627,82.0,77.0,66.93386773547094,66.27395147665037,diff_all12,100
all12,89,25,false,0.0005797606207796559,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.70839542970691,0.526576275589806,80.0,74.8,67.33466933867736,65.80204758012607,diff_all12,100
all12,90,25,false,0.0005518858652440564,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.70839542970691,0.5179361986450692,76.0,69.33333333333333,58.116232464929865,55.72538638919118,diff_all12,100
all12,91,25,false,0.0005246951672795062,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.2548435171386,0.5167350990228611,80.0,73.99999999999999,64.72945891783567,62.96270319650586,diff_all12,100
all12,92,25,false,0.0004982071620321828,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.90710382513662,0.5172538110052716,82.0,77.0,65.93186372745491,64.5210874594513,diff_all12,100
all12,93,25,false,0.0004724400030577787,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.70839542970691,0.5157287953300258,76.0,69.33333333333333,62.124248496993985,59.75676251265085,diff_all12,100
all12,94,25,false,0.00044741134987995535,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.10581222056632,0.5111737078360166,82.0,77.0,64.12825651302605,62.79817946879685,diff_all12,100
all12,95,25,false,0.00042313835588739224,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.85742672627919,0.5180600319877526,82.0,76.66666666666666,63.126252505010015,62.05318407210053,diff_all12,100
all12,96,25,false,0.0003996376565777089,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.35419771485346,0.5114826150368057,82.0,77.0,65.93186372745491,64.83409495448174,diff_all12,100
all12,97,25,false,0.0003769253581563264,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.90710382513662,0.5116752978586404,78.0,71.33333333333333,63.92785571142284,61.24727785163635,diff_all12,100
all12,98,25,false,0.0003550170264980776,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.15548931942375,0.508448850898321,82.0,77.0,65.33066132264528,63.933540562040946,diff_all12,100
all12,99,25,false,0.0003339276764791354,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.2548435171386,0.5054068197318113,80.0,74.66666666666666,65.13026052104209,63.029875267317045,diff_all12,100
all12,100,25,false,0.0003136717616865664,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.65871833084948,0.5145863630673332,82.0,77.0,65.93186372745491,65.25035394708436,diff_all12,100
all12,101,25,false,0.00029426316451256396,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.10581222056632,0.5061392783970603,80.0,74.0,66.53306613226452,64.81746756548817,diff_all12,100
all12,102,25,false,0.00027571518664015044,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.20516641828117,0.5068598829331945,84.0,79.66666666666666,65.13026052104209,64.28595970120931,diff_all12,100
all12,103,25,false,0.0002580405399268668,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.95678092399403,0.5162128722466347,80.0,75.46666666666665,67.13426853707415,65.89609033911901,diff_all12,100
all12,104,25,false,0.00024125133769270252,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.90710382513662,0.508305248489323,80.0,74.8,63.727454909819635,62.3494420500874,diff_all12,100
all12,105,25,false,0.0002253590864182287,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.2548435171386,0.5037038021429936,84.0,79.33333333333333,65.53106212424849,64.34247672696945,diff_all12,100
all12,106,25,false,0.00021037467785863434,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.15548931942375,0.5025063054483445,84.0,79.66666666666666,65.53106212424849,64.32150729345237,diff_all12,100
all12,107,25,false,0.00019630838157905757,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.2548435171386,0.5041515278212182,82.0,77.46666666666665,66.33266533066133,65.25043625386701,diff_all12,100
all12,108,25,false,0.00018316983791634152,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,98.85742672627919,0.5119975669669442,80.0,74.8,65.33066132264528,63.42567491846629,diff_all12,100
all12,109,25,false,0.00017096805137202745,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.20516641828117,0.49974971726884665,78.0,72.8,64.92985971943888,63.492752495180426,diff_all12,100
all12,110,25,false,0.00015971138444112028,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.2548435171386,0.5019483974604125,74.0,67.66666666666666,59.519038076152306,56.84491158873007,diff_all12,100
all12,111,25,false,0.00014940755188085097,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.4535519125683,0.49841557443882184,76.0,69.33333333333333,61.923847695390776,59.57435040407911,diff_all12,100
all12,112,25,false,0.000140063615423369,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.00645802285146,0.503585387981773,76.0,69.66666666666666,66.33266533066133,64.55234160294629,diff_all12,100
all12,113,25,false,0.00013168597893598177,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.35419771485346,0.5036331841558351,82.0,77.46666666666665,64.52905811623246,63.25046503215644,diff_all12,100
all12,114,25,false,0.00012428038403226597,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.20516641828117,0.5016880824799214,82.0,77.46666666666665,67.13426853707415,65.86883254190764,diff_all12,100
all12,115,25,false,0.0001178519061370504,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.20516641828117,0.4986502535445028,80.0,74.8,66.53306613226452,65.31364682265638,diff_all12,100
all12,116,25,false,0.00011240495100797496,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.05613512170889,0.5023344242922181,82.0,77.46666666666665,66.53306613226452,65.45757789377889,diff_all12,100
all12,117,25,false,0.00010794325171600358,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.75161450571287,0.4961900268836337,82.0,77.46666666666665,67.73547094188376,66.96759849103022,diff_all12,100
all12,118,25,false,0.00010446986608696447,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.30452061599603,0.5030476993668808,86.0,81.99999999999999,65.7314629258517,64.8311787891543,diff_all12,100
all12,119,25,false,0.00010198717460586796,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.2548435171386,0.4986550718086961,80.0,75.66666666666666,63.92785571142284,62.87127185224103,diff_all12,100
all12,120,25,false,0.00010049687878544198,cnn,m01_cnn_all12_diff_fileagg-20260401-180808-e777df14,50,m01,moonshot-enhanced-setting,99.4535519125683,0.5003771179508819,86.0,81.99999999999999,68.13627254509018,66.8826400196793,diff_all12,100
all12,1,25,true,0.003,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,23.497267759562842,2.8918517923331413,48.0,39.46666666666667,33.66733466933868,27.89030077442934,diff_all12,100
all12,2,25,true,0.002999503121214558,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,47.44162940884252,1.956276674325112,70.0,63.13333333333333,49.498997995991985,45.97005947003113,diff_all12,100
all12,3,25,false,0.0029980128253941324,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,56.979632389468456,1.662966989073301,64.0,55.33333333333332,51.903807615230455,47.73459592426202,diff_all12,100
all12,4,25,false,0.002995530133913036,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,62.09637357178341,1.5129446242498747,66.0,58.666666666666664,52.104208416833664,48.776336565940504,diff_all12,100
all12,5,25,true,0.0029920567482839967,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,65.9711872826627,1.3899797750123388,80.0,74.66666666666666,57.51503006012024,53.91465043391346,diff_all12,100
all12,6,25,false,0.0029875950489920257,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,70.19374068554396,1.3070783670778838,74.0,68.46666666666667,57.11422845691383,54.86207483625451,diff_all12,100
all12,7,25,false,0.0029821480938629504,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,72.08147044212618,1.2548743424815914,68.0,59.333333333333336,50.50100200400801,47.750692387983584,diff_all12,100
all12,8,25,false,0.0029757196159677347,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,73.62146050670641,1.2033064988970579,76.0,70.46666666666667,53.90781563126252,51.09788191195263,diff_all12,100
all12,9,25,true,0.0029683140210640183,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,76.55240933929458,1.168351627260787,82.0,78.0,62.124248496993985,61.69444076237127,diff_all12,100
all12,10,25,false,0.0029599363845766308,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,78.39046199701937,1.1069251391879373,78.0,72.66666666666666,57.71543086172345,56.64739099789847,diff_all12,100
all12,11,25,false,0.0029505924481191487,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,80.675608544461,1.0630602288826507,76.0,70.66666666666666,57.91583166332666,54.969163827508574,diff_all12,100
all12,12,25,false,0.0029402886155588796,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,81.56979632389468,1.0452424550731563,74.0,67.46666666666665,58.91783567134269,56.832029821980015,diff_all12,100
all12,13,25,false,0.0029290319486279725,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,81.91753601589667,1.0147559642791748,74.0,69.0,59.318637274549104,57.67361498119973,diff_all12,100
all12,14,25,false,0.0029168301620836586,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,81.56979632389468,1.0032978637030157,66.0,60.46666666666667,52.505010020040075,49.549806286737436,diff_all12,100
all12,15,25,true,0.002903691618420942,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,83.50720317933433,0.9687075349624868,84.0,79.33333333333333,57.11422845691383,54.197351889032184,diff_all12,100
all12,16,25,false,0.0028896253221413655,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,84.99751614505713,0.9402246853633716,78.0,71.33333333333333,58.91783567134269,56.744289360776776,diff_all12,100
all12,17,25,false,0.002874640913581771,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,85.99105812220566,0.9364439177975037,82.0,77.0,61.72344689378757,59.99150673922987,diff_all12,100
all12,18,25,false,0.002858748662307298,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,85.69299552906111,0.9026869618945967,78.0,73.8,60.320641282565134,58.441917923607136,diff_all12,100
all12,19,25,false,0.002841959460073133,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,87.43169398907104,0.881732744064369,78.0,71.33333333333333,60.92184368737475,58.49542178878128,diff_all12,100
all12,20,25,true,0.0028242848133598493,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,86.48782911077993,0.8739857062497544,88.0,84.66666666666666,59.719438877755515,58.88841340529321,diff_all12,100
all12,21,25,false,0.002805736835487436,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,88.22652757078987,0.8584430349210691,82.0,78.33333333333333,61.923847695390776,61.09369524899185,diff_all12,100
all12,22,25,false,0.002786328238313433,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,87.82911077993045,0.8447496448650446,74.0,67.33333333333333,58.116232464929865,56.618003171639394,diff_all12,100
all12,23,25,false,0.0027660723235208642,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,90.56135121708893,0.8056338723476881,72.0,65.0,57.11422845691383,53.89502601928539,diff_all12,100
all12,24,25,false,0.0027449829735019223,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,90.46199701937407,0.8035131322763124,78.0,71.99999999999999,59.919839679358724,58.70874852779798,diff_all12,100
all12,25,25,false,0.0027230746418436735,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,91.0581222056632,0.7800235135663047,82.0,77.0,64.92985971943888,62.96102786595854,diff_all12,100
all12,26,25,false,0.0027003623434222906,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,90.21361152508693,0.7765663253449707,70.0,61.999999999999986,57.91583166332666,55.58690347971241,diff_all12,100
all12,27,25,false,0.0026768616441126074,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,91.70392449080974,0.7582541975404159,80.0,74.0,65.7314629258517,63.579559610888424,diff_all12,100
all12,28,25,false,0.0026525886501200446,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,91.4555389965226,0.7534735911057118,82.0,76.66666666666666,61.32264529058116,60.193958366862724,diff_all12,100
all12,29,25,false,0.0026275599969422213,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,91.00844510680577,0.7545168170630487,76.0,69.33333333333333,61.523046092184366,60.08660340718692,diff_all12,100
all12,30,25,false,0.0026017928379678166,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,91.4555389965226,0.751274224187507,80.0,75.33333333333333,64.92985971943888,63.50146489546409,diff_all12,100
all12,31,25,false,0.0025753048327204937,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,92.64778936910085,0.7262394858188317,82.0,77.66666666666666,63.92785571142284,62.20302828731901,diff_all12,100
all12,32,25,false,0.0025481141347559427,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,92.84649776453055,0.7187207890160926,84.0,79.33333333333333,63.727454909819635,63.40870483276376,diff_all12,100
all12,33,25,false,0.002520239379220344,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,92.49875807252856,0.7337547868149705,82.0,77.46666666666665,62.925851703406806,61.65823289517856,diff_all12,100
all12,34,25,false,0.002491699670078766,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,94.13810233482364,0.6858260416889806,78.0,73.13333333333333,61.32264529058116,59.97120361529621,diff_all12,100
all12,35,25,false,0.0024625145670222636,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,93.4923000496771,0.7012401717371214,80.0,75.0,61.523046092184366,61.09885091388059,diff_all12,100
all12,36,25,false,0.0024327040720626444,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,93.74068554396423,0.6952215648088299,76.0,70.33333333333333,61.12224448897795,59.88063198140481,diff_all12,100
all12,37,25,false,0.0024022886158240856,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,94.53551912568307,0.6828200887579617,82.0,77.66666666666666,64.52905811623246,63.9714074771109,diff_all12,100
all12,38,25,false,0.002371289043541007,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,94.68455042225534,0.6617941228655281,80.0,74.66666666666667,63.126252505010015,61.69690942271908,diff_all12,100
all12,39,25,false,0.0023397266007717885,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,95.42970690511675,0.654454651722195,84.0,79.33333333333333,63.126252505010015,62.20078415455578,diff_all12,100
all12,40,25,false,0.002307622918838125,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,94.38648782911078,0.6728943264490328,80.0,74.33333333333333,60.52104208416834,58.616420283780165,diff_all12,100
all12,41,25,false,0.0022749999999999992,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,94.83358171882762,0.6603504431170726,84.0,79.33333333333333,62.32464929859719,61.6556949318636,diff_all12,100
all12,42,25,false,0.0022418802023764315,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,93.93939393939394,0.6753728562365464,80.0,74.33333333333333,61.72344689378757,61.15133299239909,diff_all12,100
all12,43,25,false,0.002208286224622342,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,94.9826130153999,0.660702923904055,78.0,71.33333333333333,61.32264529058116,59.18463110718466,diff_all12,100
all12,44,25,false,0.002174241090372027,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,94.9826130153999,0.6504746192850642,86.0,81.99999999999999,63.92785571142284,62.809799419642275,diff_all12,100
all12,45,25,false,0.0021397681324599096,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,94.78390461997019,0.6401675496300357,80.0,74.66666666666666,63.326653306613224,62.542995369014335,diff_all12,100
all12,46,25,false,0.0021048909769293793,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,96.6716343765524,0.6147188182737007,74.0,68.13333333333334,62.525050100200396,59.924660841523924,diff_all12,100
all12,47,25,false,0.0020696335268406848,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,96.07550919026329,0.6270063136326278,78.0,71.99999999999999,64.72945891783567,64.07495806298067,diff_all12,100
all12,48,25,false,0.002034019945888967,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,96.22454048683556,0.6202097553787572,82.0,76.33333333333333,65.7314629258517,64.39481432154338,diff_all12,100
all12,49,25,false,0.001998074641843673,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,95.97615499254843,0.6253176152676536,74.0,66.33333333333333,62.32464929859719,59.19264622420637,diff_all12,100
all12,50,25,false,0.0019618222498206874,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,96.22454048683556,0.6152626644362873,80.0,74.33333333333333,64.72945891783567,63.05461612997016,diff_all12,100
all12,51,25,false,0.0019252876153986543,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,97.2180824639841,0.5964068003217201,82.0,76.66666666666666,67.33466933867736,65.78714902239997,diff_all12,100
all12,52,25,false,0.0018884957775910623,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,96.6716343765524,0.6013372737083397,76.0,70.13333333333333,59.519038076152306,57.55692987860135,diff_all12,100
all12,53,25,false,0.00185147195168575,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,96.8206656731247,0.6024468214548587,72.0,63.800000000000004,59.519038076152306,56.80992415393086,diff_all12,100
all12,54,25,false,0.001814241511963613,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,97.31743666169896,0.5917489002784923,78.0,72.8,64.72945891783567,63.31241327509331,diff_all12,100
all12,55,25,false,0.001776829974308334,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,96.96969696969697,0.5998969404956801,72.0,63.66666666666666,60.320641282565134,57.5399268171164,diff_all12,100
all12,56,25,false,0.001739262978719074,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,97.26775956284153,0.5902062680255816,82.0,77.0,68.33667334669339,67.48435244938706,diff_all12,100
all12,57,25,false,0.001701566271738097,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,97.66517635370094,0.5845906518314588,82.0,76.99999999999999,65.93186372745491,64.24196070152172,diff_all12,100
all12,58,25,false,0.0016637656888053747,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,97.46646795827124,0.5778051738234462,74.0,67.99999999999999,60.92184368737475,59.273983229161665,diff_all12,100
all12,59,25,false,0.0016258871365522679,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,97.31743666169896,0.5822366187066743,84.0,79.33333333333333,65.33066132264528,63.63541608516369,diff_all12,100
all12,60,25,false,0.0015879565750464154,cnn,m01b_cnn_all12_diff_fileagg_seed2-20260401-210324-af56ce98,50,m01b,moonshot-enhanced-setting,97.61549925484351,0.5733840872977305,76.0,70.66666666666666,60.72144288577155,57.79977724179788,diff_all12,100
