category,n,acc@1,acc@5
nuts,107,2.803738317757009,11.214953271028037
spices,98,0.0,2.0408163265306123
herbs,98,2.0408163265306123,10.204081632653061
fruits,99,1.0101010101010102,5.05050505050505
vegetables,100,0.0,14.000000000000002
