epoch,learning_rate,train_loss,train_acc@1,validation_window_acc@1,validation_window_f1,validation_file_acc@1,validation_file_f1,is_best
17,0.002874640913581771,3.62266517905412,8.693492300049677,1.402805611222445,0.9067397195711088,2.0,1.3333333333333333,false
18,0.002858748662307298,3.5943912312099724,8.693492300049677,2.80561122244489,2.1036005579616126,4.0,2.0,false
19,0.002841959460073133,3.5700767942761167,9.339294585196225,1.6032064128256511,1.8214391700644645,2.0,1.0,false
20,0.0028242848133598493,3.547235658733749,8.34575260804769,3.006012024048096,2.2199773999198498,4.0,2.8,false
21,0.002805736835487436,3.5190445801184893,10.730253353204173,1.6032064128256511,1.2153585544889893,4.0,1.6,false
22,0.002786328238313433,3.480752909414459,10.879284649776453,2.004008016032064,1.377578123240088,6.0,2.9333333333333336,false
23,0.0027660723235208642,3.476791538412868,11.37605563835072,3.006012024048096,2.3170994787885855,6.0,4.666666666666666,false
24,0.0027449829735019223,3.421277153272861,12.419274714356682,1.8036072144288577,1.7500000000000002,4.0,1.5,false
25,0.0027230746418436735,3.417527012367836,12.121212121212121,2.404809619238477,2.236901127345476,0.0,0.0,false
26,0.0027003623434222906,3.373350572775563,12.717337307501243,3.006012024048096,2.5127455433639834,6.0,4.333333333333333,false
27,0.0026768616441126074,3.3376029810974153,14.654744162940885,3.2064128256513023,2.7130820531278195,4.0,2.1333333333333333,false
28,0.0026525886501200446,3.315876862449665,16.24441132637854,2.80561122244489,2.6772273591710927,0.0,0.0,false
29,0.0026275599969422213,3.2941631881147253,14.55538996522603,2.6052104208416833,2.4303436917288908,2.0,1.3333333333333333,false
30,0.0026017928379678166,3.2480481874273597,16.443119721808248,2.004008016032064,1.7911980602517685,4.0,2.571428571428571,false
31,0.0025753048327204937,3.2132963488721398,16.84053651266766,3.6072144288577155,3.432150978413694,4.0,2.666666666666667,false
32,0.0025481141347559427,3.179021992614716,18.0327868852459,3.006012024048096,2.9169567274830435,4.0,4.0,false
33,0.002520239379220344,3.1604638447882345,17.73472429210134,3.006012024048096,3.1755735673884495,2.0,1.3333333333333333,false
34,0.002491699670078766,3.1489624968821057,18.23149528067561,2.80561122244489,2.8930554739378262,4.0,3.3333333333333335,false
35,0.0024625145670222636,3.1150862026498856,20.268256333830106,4.008016032064128,4.011909578387639,4.0,4.0,false
36,0.0024327040720626444,3.0778679522008843,21.659215101838054,3.807615230460922,3.7894663128409256,4.0,4.0,false
37,0.0024022886158240856,3.032706728161595,21.063089915548932,4.008016032064128,3.335286935286935,4.0,2.2666666666666666,false
38,0.002371289043541007,3.0210133827093877,22.60307998012916,3.807615230460922,4.041009215280315,4.0,4.0,false
39,0.0023397266007717885,3.0089834227943326,22.503725782414307,3.2064128256513023,3.1110352462183126,6.0,4.666666666666667,false
40,0.002307622918838125,2.9637014111416056,23.447590660705416,2.404809619238477,2.085106382978723,4.0,2.666666666666667,false
41,0.0022749999999999992,2.926325191387891,24.341778440139095,4.008016032064128,3.5297216596672136,6.0,4.8,false
42,0.0022418802023764315,2.9142071003352474,24.88822652757079,3.6072144288577155,3.346631368820971,6.0,3.833333333333333,false
43,0.002208286224622342,2.8831685818787305,26.13015399900646,4.208416833667335,4.026733500417711,8.0,5.333333333333333,false
44,0.002174241090372027,2.850413108547114,27.570789865871834,3.406813627254509,2.818951445271555,4.0,3.3333333333333335,false
45,0.0021397681324599096,2.827555819524205,26.527570789865873,3.2064128256513023,3.041772606478489,10.0,6.800000000000001,true
46,0.0021048909769293793,2.8289190266064845,27.868852459016395,3.406813627254509,3.188010621178446,6.0,5.0,false
47,0.0020696335268406848,2.7850958068040375,28.166915052160952,3.406813627254509,3.3062840668103823,4.0,4.0,false
48,0.002034019945888967,2.7605024169347683,30.551415797317436,3.6072144288577155,3.0703830227743274,6.0,4.666666666666666,false
49,0.001998074641843673,2.728584624023741,29.75658221559861,3.406813627254509,3.022404519851987,8.0,5.166666666666666,false
50,0.0019618222498206874,2.7160557561174175,31.197218082463984,3.006012024048096,2.6033661873423446,4.0,3.3333333333333335,false
51,0.0019252876153986543,2.682142527969216,32.98559364133135,3.406813627254509,3.1577344896768778,8.0,5.666666666666666,false
52,0.0018884957775910623,2.661241626597375,31.594634873323397,3.6072144288577155,2.9103298253292915,4.0,3.0,false
53,0.00185147195168575,2.6409169699028836,33.58171882762047,4.208416833667335,4.00374026844615,6.0,5.0,false
54,0.001814241511963613,2.624689770052816,33.58171882762047,4.408817635270541,4.046687318114669,8.0,6.333333333333332,false
55,0.001776829974308334,2.6173571983617867,32.886239443616496,3.6072144288577155,2.9453592384626868,8.0,6.666666666666667,false
56,0.001739262978719074,2.590219488916146,35.221063089915546,4.008016032064128,3.817916992745368,4.0,2.8,false
57,0.001701566271738097,2.583100384879456,35.61847988077496,4.208416833667335,3.904040567368241,6.0,4.333333333333333,false
58,0.0016637656888053747,2.5268227024807954,37.257824143070046,4.208416833667335,3.599043227304097,4.0,3.3333333333333335,false
59,0.0016258871365522679,2.5294462190714277,36.164927968206655,3.6072144288577155,3.5785042315934765,6.0,4.333333333333333,false
60,0.0015879565750464154,2.504546788931485,38.54942871336314,3.6072144288577155,3.0055769956885574,6.0,4.333333333333333,false
61,0.0015499999999999997,2.4702128077761425,39.244908097367116,3.6072144288577155,3.6201350306613462,4.0,3.3333333333333335,false
62,0.0015120434249535836,2.4609319627196173,39.14555389965226,3.6072144288577155,3.482539682539683,4.0,3.3333333333333335,false
63,0.0014741128634477311,2.429894552500877,39.692001987083955,3.406813627254509,3.3454004679806637,4.0,3.3333333333333335,false
64,0.0014362343111946245,2.4197400400310505,40.83457526080477,3.6072144288577155,3.053273079673242,6.0,3.666666666666666,false
65,0.0013984337282619023,2.4149346926054784,39.195230998509686,3.2064128256513023,3.2503457581506794,4.0,3.3333333333333335,false
66,0.0013607370212809253,2.3963504787469705,40.93392945851962,3.006012024048096,2.9186460882113057,6.0,4.444444444444445,false
67,0.001323170025691665,2.4059431974531345,41.77844013909588,3.6072144288577155,3.2066958940562387,4.0,4.0,false
68,0.0012857584880363862,2.378742073995227,41.92747143566816,2.80561122244489,2.5933333333333337,6.0,4.571428571428571,false
69,0.0012485280483142485,2.3607294539344057,42.72230501738699,3.006012024048096,2.6123865592556292,4.0,2.333333333333333,false
70,0.001211504222408937,2.3114889272101413,44.16294088425236,3.6072144288577155,3.421650084807979,6.0,4.8,false
71,0.0011747123846013448,2.3288140138227194,43.169398907103826,3.6072144288577155,3.508402273858663,4.0,4.0,false
72,0.0011381777501793119,2.3427557805492936,42.27521112767015,3.2064128256513023,3.1033333333333335,8.0,4.666666666666666,false
73,0.0011019253581563261,2.3105065528871522,45.007451564828614,3.2064128256513023,3.0766107187159815,6.0,6.0,false
74,0.001065980054111032,2.2701501851051056,44.560357675111774,2.80561122244489,2.950841959972395,4.0,3.3333333333333335,false
75,0.0010303664731593145,2.2850912003391604,44.16294088425236,3.006012024048096,2.5597745571658614,4.0,3.3333333333333335,false
76,0.0009951090230706197,2.249768906899844,46.547441629408844,3.006012024048096,2.9638586449072384,4.0,4.0,false
77,0.0009602318675400898,2.2302517876125245,47.044212617983106,2.80561122244489,2.5734248665141113,6.0,4.666666666666666,false
78,0.0009257589096279722,2.224151536711282,46.24937903626428,3.6072144288577155,3.186207994903647,4.0,2.6666666666666665,false
79,0.000891713775377657,2.2289366845283944,45.65325384997516,3.2064128256513023,3.1796756383712905,4.0,4.0,false
80,0.0008581197976235675,2.220715626519057,46.29905613512171,3.2064128256513023,3.1758191465285286,8.0,5.333333333333333,false
81,0.0008250000000000001,2.2066123849174244,48.1371087928465,3.6072144288577155,3.567079104470409,4.0,3.3333333333333335,false
82,0.000792377081161874,2.225581562821094,46.59711872826627,3.406813627254509,3.183862433862434,4.0,3.3333333333333335,false
83,0.000760273399228211,2.1566486743570734,48.68355688027819,3.6072144288577155,3.136915383467108,4.0,3.3333333333333335,false
84,0.0007287109564589919,2.1561643104913277,49.13065076999503,3.406813627254509,2.9834656084656084,4.0,3.3333333333333335,false
85,0.000697711384175914,2.1498312762999974,49.87580725285643,2.6052104208416833,2.6024677077308658,4.0,2.571428571428571,false
86,0.0006672959279373549,2.148467303033024,49.975161450571285,3.406813627254509,3.23049173049173,4.0,3.3333333333333335,false
87,0.0006374854329777358,2.127311025871546,51.21708892200696,3.006012024048096,2.9644022644022643,2.0,2.0,false
88,0.0006083003299212338,2.1257154088202723,49.42871336313959,3.2064128256513023,2.9551331021919256,6.0,4.666666666666666,false
89,0.0005797606207796559,2.1286940311710456,50.67064083457526,3.406813627254509,3.2074531265835615,4.0,3.3333333333333335,false
90,0.0005518858652440564,2.1223752646676,50.81967213114754,3.406813627254509,3.219893756001467,4.0,3.3333333333333335,false
91,0.0005246951672795062,2.09983431090778,50.32290114257327,3.406813627254509,3.4399732701253765,4.0,4.0,false
92,0.0004982071620321828,2.085177133525123,51.61450571286637,3.406813627254509,3.326276393324448,4.0,4.0,false
93,0.0004724400030577787,2.0853043815951056,51.465474416294086,2.80561122244489,2.8829906316593625,4.0,3.3333333333333335,false
94,0.00044741134987995535,2.0722140454559024,52.11127670144064,3.2064128256513023,3.0876726002045696,4.0,4.0,false
95,0.00042313835588739224,2.0838640296394058,50.12419274714357,3.006012024048096,2.955131921218878,6.0,5.0,false
96,0.0003996376565777089,2.0393457899505796,53.70094386487829,3.006012024048096,3.0419164240136105,4.0,3.3333333333333335,false
97,0.0003769253581563264,2.058504464196377,52.16095380029806,3.2064128256513023,3.11495516171533,2.0,2.0,false
98,0.0003550170264980776,2.0571809671319543,52.35966219572777,3.2064128256513023,3.0716298516298517,6.0,5.0,false
99,0.0003339276764791354,2.03180193486524,53.80029806259314,2.80561122244489,2.8462959537882138,4.0,3.0,false
100,0.0003136717616865664,2.057851087140966,51.564828614008945,2.80561122244489,2.7776088645653862,6.0,4.333333333333333,false
101,0.00029426316451256396,2.0431914779598657,52.409339294585195,3.006012024048096,2.9641110807351216,6.0,4.333333333333333,false
102,0.00027571518664015044,2.0356479205128215,53.55191256830601,3.006012024048096,2.943566947403265,6.0,5.0,false
103,0.0002580405399268668,2.0329391929088274,53.40288127173373,3.006012024048096,2.684885290148448,4.0,4.0,false
104,0.00024125133769270252,2.0042286074937308,54.04868355688028,3.006012024048096,2.9410049420225755,4.0,4.0,false
105,0.0002253590864182287,2.013863509943754,54.59513164431197,3.006012024048096,2.8294275433863536,4.0,3.3333333333333335,false
106,0.00021037467785863434,2.0166339458545166,54.19771485345256,3.2064128256513023,3.283907950531992,4.0,4.0,false
107,0.00019630838157905757,2.023254115191847,53.25384997516145,3.006012024048096,2.9421245421245423,4.0,4.0,false
108,0.00018316983791634152,2.0198567909088174,53.949329359165425,2.6052104208416833,2.55988455988456,4.0,3.3333333333333335,false
109,0.00017096805137202745,2.005213519322357,55.73770491803279,3.2064128256513023,3.046619527007568,4.0,3.3333333333333335,false
110,0.00015971138444112028,2.011534892914607,53.20417287630402,2.2044088176352705,2.031984886978047,4.0,3.0,false
111,0.00014940755188085097,1.9868046508993726,56.08544461003478,3.006012024048096,2.761390300520735,4.0,3.0,false
112,0.000140063615423369,1.9822974606526769,55.489319423745656,3.006012024048096,3.008815097945533,4.0,4.0,false
113,0.00013168597893598177,2.0063178774970596,54.24739195230998,2.80561122244489,2.6553866423431645,4.0,3.3333333333333335,false
114,0.00012428038403226597,1.9847427485182223,54.74416294088425,3.006012024048096,2.7937110630205257,4.0,4.0,false
115,0.0001178519061370504,1.9784218817283072,56.1351217088922,3.006012024048096,2.991084760649978,4.0,3.3333333333333335,false
116,0.00011240495100797496,1.9764991912803895,55.936413313462495,3.006012024048096,3.0054900484568003,4.0,3.3333333333333335,false
117,0.00010794325171600358,1.9771364634154274,56.1351217088922,3.2064128256513023,3.153873319662793,4.0,3.3333333333333335,false
118,0.00010446986608696447,1.9975345073146602,54.446100347739694,3.406813627254509,3.230209533615106,4.0,3.3333333333333335,false
119,0.00010198717460586796,1.9626063503439724,55.83705911574764,3.6072144288577155,3.4538908585967407,4.0,4.0,false
120,0.00010049687878544198,1.986346753154059,55.24093392945852,3.2064128256513023,2.999005180667585,4.0,3.3333333333333335,false
