category,n,acc@1,acc@5
nuts,107,47.66355140186916,88.78504672897196
spices,98,70.40816326530613,95.91836734693877
herbs,98,42.857142857142854,81.63265306122449
fruits,99,72.72727272727273,94.94949494949495
vegetables,100,60.0,87.0
