category,n,acc@1,acc@5
nuts,107,56.074766355140184,83.17757009345794
spices,98,67.3469387755102,92.85714285714286
herbs,98,52.04081632653062,84.6938775510204
fruits,99,74.74747474747475,93.93939393939394
vegetables,100,64.0,90.0
