architecture_summary_path,baseline_file_acc@1_mean,baseline_file_macro_f1_mean,baseline_label,baseline_window_acc@1_mean,baseline_window_macro_f1_mean,batch_size,channel_set,delta_file_acc@1_locked,delta_file_macro_f1_locked,delta_window_acc@1,delta_window_macro_f1,device,effective_batch_size,file_acc@1_locked,file_macro_f1_locked,file_summary_metrics_path_locked,locked_primary_aggregator,model_family,parameter_count,resolved_config_path,run_id,summary_metrics_path,view_mode,window_acc@1,window_macro_f1
/Users/jeremykalfus/CodingProjects/smelt/results/runs/m02_deep_temporal_resnet_all12_diff_locked-20260402-030908-ad5e87f6/architecture_summary.json,84.66666666666667,80.99999999999999,m01c_locked_seed_mean,68.19389110225764,66.96863779120777,16,all12,1.3333333333333286,0.3333333333333428,-5.44488711819389,-5.592885140794486,mps,64,86.0,81.33333333333333,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m02_deep_temporal_resnet_all12_diff_locked-20260402-030908-ad5e87f6/file_level/mean_probabilities/summary_metrics.json,mean_probabilities,deep_temporal_resnet,8981970,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m02_deep_temporal_resnet_all12_diff_locked-20260402-030908-ad5e87f6/resolved_config.yaml,m02_deep_temporal_resnet_all12_diff_locked-20260402-030908-ad5e87f6,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m02_deep_temporal_resnet_all12_diff_locked-20260402-030908-ad5e87f6/summary_metrics.json,diff_all12,62.74900398406375,61.37575265041328
