baseline_file_acc@1,baseline_file_macro_f1,baseline_label,delta_file_acc@1,delta_file_macro_f1,ensemble_file_acc@1,ensemble_file_acc@5,ensemble_file_macro_f1,ensemble_run_id,file_confusion_matrix_path,file_predictions_path,file_summary_metrics_path,locked_primary_aggregator
90.0,87.33333333333333,m03_locked_seed_ensemble,4.0,4.666666666666657,94.0,100.0,91.99999999999999,m04_locked_heterogeneous_ensemble-20260403-200848-537fd92a,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m04_locked_heterogeneous_ensemble-20260403-200848-537fd92a/file_level/diversity_greedy_probabilities/confusion_matrix.csv,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m04_locked_heterogeneous_ensemble-20260403-200848-537fd92a/file_level/diversity_greedy_probabilities/per_file_predictions.csv,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m04_locked_heterogeneous_ensemble-20260403-200848-537fd92a/file_level/diversity_greedy_probabilities/summary_metrics.json,diversity_greedy_probabilities
