acc@1,acc@5,architecture_summary_path,batch_size,channel_set,checkpoint_path,confusion_matrix_path,device,effective_batch_size,encoder_frozen,encoder_source_run_id,feature_count,file_acc@1,file_acc@5,file_confusion_matrix_path,file_level_metrics_path,file_level_model_family,file_macro_f1,file_macro_precision,file_macro_recall,file_per_category_accuracy_path,file_predictions_path,file_summary_metrics_path,g,gradient_accumulation_steps,locked_primary_aggregator,macro_f1,macro_precision,macro_recall,model_family,moonshot_view_manifest_path,parameter_count,per_category_accuracy_path,predictions_path,primary_checkpoint_selection_metric,research_view_manifest_path,resolved_config_path,run_id,run_metadata_path,selection_rules,stride,summary_metrics_path,test_window_count,ticket_stage,track,train_window_count,training_history_path,validation_file_acc@1,validation_file_acc@5,validation_file_macro_f1,validation_file_summary_metrics_path,validation_window_count,view_mode,window_size
90.0,94.0,,,all12,,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m03_locked_seed_ensemble-20260402-130946-7c5810b9/confusion_matrix.csv,,,True,,0,90.0,94.0,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m03_locked_seed_ensemble-20260402-130946-7c5810b9/file_level/vote/confusion_matrix.csv,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m03_locked_seed_ensemble-20260402-130946-7c5810b9/file_level_metrics_comparison.json,locked_seed_ensemble,87.33333333333333,86.0,90.0,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m03_locked_seed_ensemble-20260402-130946-7c5810b9/file_level/vote/per_category_accuracy.csv,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m03_locked_seed_ensemble-20260402-130946-7c5810b9/file_level/vote/per_file_predictions.csv,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m03_locked_seed_ensemble-20260402-130946-7c5810b9/file_level/vote/summary_metrics.json,25,,vote,87.33333333333333,86.0,90.0,locked_seed_ensemble,,,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m03_locked_seed_ensemble-20260402-130946-7c5810b9/per_category_accuracy.csv,,validation_file_acc@1_then_validation_file_macro_f1,,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m03_locked_seed_ensemble-20260402-130946-7c5810b9/resolved_config.yaml,m03_locked_seed_ensemble-20260402-130946-7c5810b9,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m03_locked_seed_ensemble-20260402-130946-7c5810b9/run_metadata.json,validation_only,50,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m03_locked_seed_ensemble-20260402-130946-7c5810b9/summary_metrics.json,,m03,moonshot-enhanced-setting,,,90.0,92.0,87.33333333333333,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m03_locked_seed_ensemble-20260402-130946-7c5810b9/validation_file_level/vote/summary_metrics.json,,diff_all12,100
