baseline_acc@1,baseline_acc@5,baseline_macro_f1,baseline_model_family,baseline_run_id,baseline_track,baseline_view_mode,comparison_acc@1,comparison_acc@5,comparison_macro_f1,comparison_model_family,comparison_run_id,comparison_track,comparison_view_mode,delta_acc@1,delta_macro_f1,label
51.39442231075697,87.84860557768924,49.36946294378056,inception,t10b_inception_diff_supervised_w100_g25-20260401-144426-c9f0ef66,research-extension,diff,44.6215139442231,78.68525896414343,41.171469141963726,inception,t11_f1_inception_diff_gcms_finetune_w100_g25-20260401-151800-cb297298,research-extension,diff,-6.772908366533869,-8.197993801816835,t11_fine_tune_vs_fair_diff_baseline
