avg_pairwise_agreement,avg_pairwise_correlation,cv_file_acc@1,cv_file_acc@5,cv_file_macro_f1,selected_member_ids,selected_method,selected_weights
0.6621333333333334,0.7897039892738761,77.2,97.2,76.57421000052581,"[""m05b_cnn_benchmark6_diff_locked_seed101"", ""m05b_cnn_benchmark6_diff_locked_seed13"", ""m05b_cnn_benchmark6_diff_locked_seed202"", ""m05b_cnn_benchmark6_diff_locked_seed42"", ""m05b_cnn_benchmark6_diff_locked_seed7"", ""m05b_deep_temporal_resnet_benchmark6_diff_locked"", ""m05b_deep_temporal_resnet_benchmark6_diff_seed7"", ""m05b_hinception_benchmark6_diff_seed17"", ""m05b_hinception_benchmark6_diff_seed29"", ""m05b_patch_transformer_benchmark6_diff_seed19""]",weighted_probabilities_all,"[0.10587550901687026, 0.10587550901687026, 0.10762070971495055, 0.10762070971495055, 0.10471204188481675, 0.09773123909249563, 0.09598603839441536, 0.0820244328097731, 0.08551483420593367, 0.10703897614892378]"
