epoch,train_loss,train_acc@1
1,3.708243737554854,4.45859872611465
2,2.7945323871199492,13.972929936305732
3,2.3497749043118423,22.014331210191084
4,2.0854629832468214,28.503184713375795
5,1.9179962911423605,33.359872611464965
6,1.7766598971786014,38.3359872611465
7,1.6964353649479569,40.804140127388536
8,1.6030642386454685,43.27229299363057
9,1.5114678349464563,46.09872611464968
10,1.4535645861534556,48.04936305732484
11,1.3810976774069914,49.203821656050955
12,1.2954451491118997,53.42356687898089
13,1.2339252476479596,55.97133757961783
14,1.121603779732042,59.67356687898089
15,1.0880535719500986,60.50955414012739
16,1.008797335017259,65.0875796178344
17,0.930307726191867,67.35668789808918
18,0.8988035340218028,68.75
19,0.7906075640089193,70.06369426751593
20,0.7500343250620897,73.12898089171975
21,0.7347815925148642,74.0047770700637
22,0.6630225234730228,76.03503184713375
23,0.6027157420565368,77.70700636942675
24,0.6158614147240948,77.54777070063695
25,0.5660155901483669,79.578025477707
26,0.5304350849169834,81.56847133757962
27,0.4930888930703424,82.0859872611465
28,0.46595787318648807,82.88216560509554
29,0.4499695128316333,83.9171974522293
30,0.4225465807185811,85.03184713375796
