epoch,learning_rate,train_loss,train_acc@1,validation_window_acc@1,validation_window_f1,validation_primary_aggregator,validation_file_acc@1,validation_file_f1,is_best
1,0.003,2.8935719233985213,23.745653253849976,33.86773547094188,27.860648108018125,mean_probabilities,44.0,32.8,true
2,0.002999503121214558,1.998964891466879,44.80874316939891,41.883767535070135,37.70553399548283,mean_logits,52.0,40.0,true
3,0.0029980128253941324,1.7202931369529455,55.78738201689021,46.893787575150306,44.26399214004699,mean_logits,62.0,52.733333333333334,true
4,0.002995530133913036,1.5385201417327934,61.8976651763537,54.10821643286573,50.23606615212176,mean_logits,70.0,61.66666666666667,true
5,0.0029920567482839967,1.389677874081418,67.31246895181322,53.707414829659314,51.78553044097583,mean_logits,72.0,65.66666666666667,true
6,0.0029875950489920257,1.3207348952883224,69.64729259811227,54.30861723446894,50.61654620490062,mean_logits,70.0,61.66666666666666,false
7,0.0029821480938629504,1.2491908104811742,72.57824143070044,55.31062124248497,54.804859889139856,mean_logits,72.0,64.66666666666666,false
8,0.0029757196159677347,1.1986751856640447,74.66467958271237,54.90981963927856,52.9304374570855,mean_logits,72.0,65.66666666666666,false
9,0.0029683140210640183,1.1405092657826401,76.949826130154,54.90981963927856,52.03208384779251,mean_probabilities,68.0,61.33333333333333,false
10,0.0029599363845766308,1.118494018919718,78.39046199701937,56.71342685370742,54.28595899193576,mean_logits,76.0,69.0,true
11,0.0029505924481191487,1.0559331863245085,80.17883755588673,61.12224448897795,59.33050042590078,mean_logits,80.0,74.66666666666666,true
12,0.0029402886155588796,1.0314324272253357,80.92399403874813,55.91182364729459,53.94771548951015,mean_logits,80.0,74.66666666666666,false
13,0.0029290319486279725,1.0000192432100359,83.25881768504719,61.523046092184366,60.297063466865595,mean_probabilities,86.0,82.0,true
14,0.0029168301620836586,0.9868032882536932,83.50720317933433,58.717434869739485,56.35607787327292,mean_logits,76.0,69.33333333333333,false
15,0.002903691618420942,0.9702649189948562,83.25881768504719,59.118236472945895,56.79477968501927,mean_logits,76.0,68.99999999999999,false
16,0.0028896253221413655,0.9449619073744621,84.74913065077,60.92184368737475,58.81276588257441,mean_probabilities,78.0,71.66666666666666,false
17,0.002874640913581771,0.9229558242000991,85.39493293591654,58.31663326653307,56.75164938296259,mean_logits,74.0,67.66666666666666,false
18,0.002858748662307298,0.917515133840198,86.33879781420765,58.517034068136276,56.14901237695834,majority_vote,74.0,67.8,false
19,0.002841959460073133,0.8660736946223448,87.23298559364133,58.116232464929865,55.729725860231305,mean_logits,74.0,67.8,false
