epoch,learning_rate,train_loss,train_acc@1,validation_window_acc@1,validation_window_f1,validation_primary_aggregator,validation_file_acc@1,validation_file_f1,is_best
1,0.002,3.943102109153888,1.3412816691505216,2.004008016032064,0.07858546168958742,mean_probabilities,2.0,0.0784313725490196,true
2,0.0019986637963857095,3.9351440887811227,1.1922503725782414,2.404809619238477,0.5501110981171793,mean_probabilities,2.0,0.0784313725490196,false
3,0.0019946588479840665,3.7798039933312193,3.3780427223050173,5.410821643286573,1.0400701591177781,majority_vote,6.0,1.9285714285714284,true
4,0.0019879961320802596,3.5494593757926913,4.222553402881272,4.609218436873747,1.180016839321938,mean_logits,6.0,3.4444444444444446,true
5,0.001978693910715461,3.4152103165637424,6.557377049180328,6.613226452905812,2.2424937616830394,mean_logits,10.0,4.966666666666667,true
6,0.001966777680631842,3.3025576583911573,7.699950322901143,7.615230460921844,2.419125349985754,mean_logits,8.0,3.2380952380952377,false
7,0.0019522801033877754,3.2068012123136334,9.339294585196225,9.418837675350701,3.663611344384626,mean_logits,12.0,4.638095238095238,true
8,0.0019352409158347721,3.1222915864973833,10.034773969200199,11.422845691382765,5.102303857586715,majority_vote,16.0,7.4743589743589745,true
9,0.0019157068212015363,3.064164847446447,11.425732737208147,11.022044088176353,4.688639130676434,mean_logits,20.0,9.112842712842712,true
10,0.0018937313610836591,2.965118672796819,11.574764033780427,10.220440881763528,5.506697746450893,mean_logits,12.0,5.238095238095237,false
11,0.0018693747686898284,2.8535447112375745,13.66120218579235,11.022044088176353,5.9166765397572325,mean_logits,16.0,7.727272727272727,false
12,0.001842703803746789,2.805060490529098,13.462493790362643,13.226452905811623,8.572978597390032,mean_logits,16.0,8.838095238095239,false
13,0.0018137915695155744,2.7374096089669617,15.548931942374566,13.226452905811623,7.864844357430564,majority_vote,22.0,11.393650793650794,true
14,0.0017827173124205474,2.676138118671885,16.5424739195231,16.03206412825651,9.857255786629796,mean_probabilities,22.0,11.766666666666666,true
15,0.00174956620484046,2.6002327499256994,20.417287630402384,16.83366733466934,11.305148508454078,mean_logits,24.0,13.91111111111111,true
16,0.0017144291116568846,2.527201796430767,22.45404868355688,21.442885771543086,15.712085617832061,mean_probabilities,32.0,21.682539682539684,true
17,0.0016774023411998873,2.454282882257415,22.35469448584203,20.240480961923847,14.766081792586705,mean_probabilities,28.000000000000004,17.004761904761903,false
18,0.0016385873812735919,2.3789564076787015,25.782414307004473,23.04609218436874,17.830373114812247,mean_logits,38.0,29.2,true
19,0.0015980906209851619,2.290078027060064,28.614008941877795,23.246492985971944,20.583532098282017,mean_logits,38.0,26.6,false
20,0.0015560230591396519,2.1954397949127786,31.693989071038253,23.246492985971944,19.422153507570897,majority_vote,34.0,24.266666666666666,false
21,0.0015125000000000006,2.117482230252315,33.58171882762047,25.851703406813627,21.095888890861147,mean_logits,34.0,27.499999999999996,false
22,0.0014676407372460586,2.0708155832181685,36.661698956780924,23.847695390781563,21.357933158165466,mean_logits,34.0,24.704761904761902,false
23,0.0014215682269989058,1.9839796449080427,37.754595131644315,27.25450901803607,24.049680453315315,mean_logits,38.0,29.93333333333333,true
24,0.0013744087508066685,1.896537387424361,41.38102334823646,31.262525050100198,26.791638977209196,majority_vote,46.0,37.0,true
25,0.0013262915695155743,1.7857797226382321,46.19970193740686,26.252505010020037,24.20242660769161,majority_vote,38.0,29.57142857142857,false
26,0.0012773485689749583,1.7390561458546903,47.88872329855936,31.863727454909817,29.367933458210537,mean_logits,52.0,42.8,true
27,0.0012277138985473156,1.6631933607038905,49.87580725285643,31.863727454909817,30.19542250679299,mean_probabilities,48.0,41.8,false
28,0.0011775236034142255,1.6269398474657766,53.055141579731746,32.06412825651302,30.621355843183924,mean_probabilities,46.0,37.599999999999994,false
29,0.0011269152516859625,1.5674815170811114,54.69448584202683,31.262525050100198,29.965280213139255,majority_vote,44.0,36.8,false
30,0.0010760275573368705,1.4870753509158585,58.42026825633383,36.47294589178357,35.148836265164164,mean_probabilities,54.0,46.93333333333334,true
31,0.0010250000000000005,1.4042548567160291,62.245404868355685,33.46693386773547,31.22906549874648,mean_logits,48.0,39.26666666666666,false
32,0.0009739724426631303,1.338786852342006,64.97764530551416,33.26653306613226,32.64362023727669,mean_probabilities,54.0,47.13333333333333,true
33,0.0009230847483140384,1.3131375181337406,64.62990561351216,38.276553106212425,36.501824835712576,mean_probabilities,54.0,44.46666666666667,false
34,0.0008724763965857752,1.2636942014253618,67.6602086438152,37.27454909819639,35.53658175334223,mean_probabilities,52.0,43.800000000000004,false
35,0.0008222861014526849,1.1991389841211417,70.93889716840536,37.07414829659319,35.822622883931444,mean_probabilities,57.99999999999999,50.0,true
36,0.0007726514310250427,1.1446483783679287,73.22404371584699,40.88176352705411,39.59294240951416,mean_logits,56.00000000000001,48.266666666666666,false
37,0.0007237084304844266,1.0933422776400836,75.6582215598609,39.278557114228455,37.731821800639956,mean_logits,60.0,51.66666666666667,true
38,0.0006755912491933325,1.0201075329332878,78.29110779930453,40.88176352705411,39.24356225604052,mean_probabilities,62.0,55.46666666666666,true
39,0.0006284317730010952,0.9693537694094374,80.42722305017386,38.877755511022045,37.82487439115622,majority_vote,56.00000000000001,48.666666666666664,false
40,0.0005823592627539422,0.9311130274840391,81.86785891703924,38.276553106212425,37.005766042088815,majority_vote,52.0,45.666666666666664,false
41,0.0005375000000000004,0.8740877214499037,85.79234972677595,38.476953907815634,37.172838883778276,mean_probabilities,56.00000000000001,48.333333333333336,false
42,0.0004939769408603491,0.8466916259579912,86.88524590163935,38.677354709418836,38.18379603891719,majority_vote,60.0,52.33333333333333,false
43,0.00045190937901483895,0.8142540574784428,87.9284649776453,40.480961923847694,39.5150263373719,mean_probabilities,54.0,47.8,false
44,0.0004114126187264088,0.7838885901404209,89.76651763537009,38.677354709418836,38.37632203510383,majority_vote,56.00000000000001,49.800000000000004,false
45,0.0003725976588001137,0.7460724131953225,91.80327868852459,39.278557114228455,38.5717588942587,mean_probabilities,54.0,48.33333333333333,false
46,0.00033557088834311634,0.7246678429223149,92.15101838052658,39.67935871743487,39.05753786476799,mean_probabilities,54.0,47.8,false
47,0.00030043379515954093,0.6941525592356254,93.34326875310482,38.476953907815634,37.797673958906294,mean_probabilities,54.0,47.93333333333332,false
48,0.0002672826875794535,0.671560768724613,94.63487332339791,39.879759519038075,39.355009291788306,mean_probabilities,56.00000000000001,49.93333333333333,false
49,0.0002362084304844264,0.6548196185718883,95.08196721311475,39.879759519038075,39.273960639783596,mean_probabilities,62.0,55.00000000000001,false
50,0.0002072961962532117,0.6363078157995331,95.97615499254843,39.278557114228455,38.1104292060741,mean_probabilities,56.00000000000001,48.800000000000004,false
51,0.00018062523131017228,0.6199430285314985,96.52260307998013,39.879759519038075,39.15278135830647,mean_probabilities,56.00000000000001,49.06666666666667,false
52,0.00015626863891634143,0.6030859092664079,97.31743666169896,38.276553106212425,37.53183040589769,mean_probabilities,54.0,47.46666666666667,false
53,0.00013429317879846405,0.5986087233405533,97.81420765027322,38.276553106212425,37.470550763910715,mean_probabilities,56.00000000000001,49.73333333333334,false
54,0.00011475908416522831,0.5838389292144681,98.11227024341778,39.278557114228455,38.224679071054226,mean_probabilities,57.99999999999999,51.26666666666666,false
55,9.771989661222532e-05,0.5782663150326387,98.46000993541978,39.478957915831664,38.50615928287786,majority_vote,57.99999999999999,51.933333333333344,false
56,8.322231936815841e-05,0.5673057558047375,98.90710382513662,39.278557114228455,38.62617326372307,mean_probabilities,60.0,54.266666666666666,false
57,7.130608928453946e-05,0.563049611883026,98.85742672627919,39.478957915831664,38.38618646573258,mean_probabilities,60.0,54.6,false
58,6.200386791974079e-05,0.5561938258586567,99.15548931942375,39.478957915831664,38.78884677887678,mean_probabilities,57.99999999999999,52.26666666666667,false
59,5.534115201593344e-05,0.5558761074598666,99.00645802285146,39.478957915831664,38.54351092562372,mean_probabilities,57.99999999999999,52.6,false
60,5.133620361429052e-05,0.5521440284499706,99.15548931942375,39.879759519038075,38.88200588576696,mean_probabilities,60.0,54.6,false
