epoch,learning_rate,train_loss,train_acc@1,validation_window_acc@1,validation_window_f1,validation_primary_aggregator,validation_file_acc@1,validation_file_f1,is_best
1,0.003,2.8918517923331413,23.497267759562842,33.66733466933868,27.89030077442934,mean_logits,48.0,39.46666666666667,true
2,0.002999503121214558,1.956276674325112,47.44162940884252,49.498997995991985,45.97005947003113,mean_logits,70.0,63.13333333333333,true
3,0.0029980128253941324,1.662966989073301,56.979632389468456,51.903807615230455,47.73459592426202,mean_probabilities,64.0,55.666666666666664,false
4,0.002995530133913036,1.5129446242498747,62.09637357178341,52.104208416833664,48.776336565940504,mean_logits,66.0,58.666666666666664,false
5,0.0029920567482839967,1.3899797750123388,65.9711872826627,57.51503006012024,53.91465043391346,mean_logits,80.0,74.66666666666666,true
6,0.0029875950489920257,1.3070783670778838,70.19374068554396,57.11422845691383,54.86207483625451,mean_logits,74.0,68.46666666666667,false
7,0.0029821480938629504,1.2548743424815914,72.08147044212618,50.50100200400801,47.750692387983584,mean_probabilities,68.0,60.0,false
8,0.0029757196159677347,1.2033064988970579,73.62146050670641,53.90781563126252,51.09788191195263,mean_logits,76.0,70.46666666666667,false
9,0.0029683140210640183,1.168351627260787,76.55240933929458,62.124248496993985,61.69444076237127,mean_logits,82.0,78.0,true
10,0.0029599363845766308,1.1069251391879373,78.39046199701937,57.71543086172345,56.64739099789847,mean_logits,78.0,72.66666666666666,false
11,0.0029505924481191487,1.0630602288826507,80.675608544461,57.91583166332666,54.969163827508574,mean_probabilities,78.0,72.66666666666667,false
12,0.0029402886155588796,1.0452424550731563,81.56979632389468,58.91783567134269,56.832029821980015,mean_logits,74.0,67.46666666666665,false
13,0.0029290319486279725,1.0147559642791748,81.91753601589667,59.318637274549104,57.67361498119973,mean_probabilities,76.0,70.33333333333333,false
14,0.0029168301620836586,1.0032978637030157,81.56979632389468,52.505010020040075,49.549806286737436,mean_logits,66.0,60.46666666666667,false
15,0.002903691618420942,0.9687075349624868,83.50720317933433,57.11422845691383,54.197351889032184,mean_logits,84.0,79.33333333333333,true
16,0.0028896253221413655,0.9402246853633716,84.99751614505713,58.91783567134269,56.744289360776776,mean_logits,78.0,71.33333333333333,false
17,0.002874640913581771,0.9364439177975037,85.99105812220566,61.72344689378757,59.99150673922987,mean_probabilities,84.0,80.0,true
18,0.002858748662307298,0.9026869618945967,85.69299552906111,60.320641282565134,58.441917923607136,mean_logits,78.0,73.8,false
19,0.002841959460073133,0.881732744064369,87.43169398907104,60.92184368737475,58.49542178878128,mean_probabilities,78.0,72.33333333333334,false
20,0.0028242848133598493,0.8739857062497544,86.48782911077993,59.719438877755515,58.88841340529321,mean_logits,88.0,84.66666666666666,true
21,0.002805736835487436,0.8584430349210691,88.22652757078987,61.923847695390776,61.09369524899185,mean_logits,82.0,78.33333333333333,false
22,0.002786328238313433,0.8447496448650446,87.82911077993045,58.116232464929865,56.618003171639394,mean_probabilities,76.0,70.0,false
23,0.0027660723235208642,0.8056338723476881,90.56135121708893,57.11422845691383,53.89502601928539,mean_logits,72.0,65.0,false
24,0.0027449829735019223,0.8035131322763124,90.46199701937407,59.919839679358724,58.70874852779798,mean_logits,78.0,71.99999999999999,false
25,0.0027230746418436735,0.7800235135663047,91.0581222056632,64.92985971943888,62.96102786595854,mean_logits,82.0,77.0,false
26,0.0027003623434222906,0.7765663253449707,90.21361152508693,57.91583166332666,55.58690347971241,mean_logits,70.0,61.999999999999986,false
27,0.0026768616441126074,0.7582541975404159,91.70392449080974,65.7314629258517,63.579559610888424,mean_logits,80.0,74.0,false
