category,n,acc@1,acc@5
nuts,107,47.66355140186916,82.2429906542056
spices,98,43.87755102040816,83.6734693877551
herbs,98,47.95918367346938,75.51020408163265
fruits,99,48.484848484848484,74.74747474747475
vegetables,100,39.0,76.0
