epoch,learning_rate,train_loss,train_acc@1,validation_window_acc@1,validation_window_f1,validation_file_acc@1,validation_file_f1,is_best
94,0.00044741134987995535,1.0061690346613135,79.53303527074019,42.88577154308617,40.76388282586828,62.0,56.44444444444444,false
95,0.00042313835588739224,1.0080107715197362,80.07948335817188,44.28857715430862,42.52160650858591,60.0,55.111111111111114,false
96,0.0003996376565777089,1.0003604752118471,80.02980625931446,43.8877755511022,42.07892336630928,66.0,60.44444444444444,false
97,0.0003769253581563264,1.0076175422971663,79.43368107302534,45.49098196392786,43.530602476249264,64.0,59.1111111111111,false
98,0.0003550170264980776,0.9986138359208161,80.07948335817188,46.6933867735471,44.68540594289249,60.0,54.44444444444444,false
99,0.0003339276764791354,1.000621072818436,80.07948335817188,44.08817635270541,42.513573874563235,62.0,56.44444444444444,false
100,0.0003136717616865664,0.9953482679863563,80.52657724788872,44.28857715430862,42.63564934514591,62.0,55.77777777777777,false
101,0.00029426316451256396,0.9906820465069888,79.58271236959762,45.29058116232465,43.656879226575015,66.0,61.11111111111111,false
102,0.00027571518664015044,0.9980684569743044,80.32786885245902,44.88977955911824,43.15660492845174,64.0,59.1111111111111,false
103,0.0002580405399268668,0.9883699969634214,80.57625434674615,44.68937875751503,42.895029923487314,68.0,63.777777777777764,false
104,0.00024125133769270252,0.9982654883147352,80.17883755588673,45.09018036072144,42.99311082831838,64.0,58.111111111111114,false
105,0.0002253590864182287,0.9923750938495118,80.4769001490313,42.88577154308617,41.00816269138622,62.0,57.77777777777777,false
106,0.00021037467785863434,0.9828853277620011,80.77496274217586,44.08817635270541,42.221497629863485,66.0,61.11111111111111,false
107,0.00019630838157905757,0.9854908200916341,80.8743169398907,43.8877755511022,42.074324843082415,60.0,53.444444444444436,false
108,0.00018316983791634152,0.9818965284846874,80.52657724788872,43.48697394789579,41.67799227265508,66.0,61.11111111111111,false
109,0.00017096805137202745,0.988411092485768,80.32786885245902,44.28857715430862,42.02199252166946,60.0,55.111111111111114,false
110,0.00015971138444112028,0.9824461059314483,81.2220566318927,44.28857715430862,42.53792221986595,62.0,57.111111111111114,false
111,0.00014940755188085097,0.9788882243236499,80.57625434674615,44.88977955911824,42.86754747848805,64.0,59.1111111111111,false
112,0.000140063615423369,0.9932550872906013,80.32786885245902,44.68937875751503,42.715530027572015,64.0,59.77777777777777,false
113,0.00013168597893598177,0.9929654714898926,80.57625434674615,43.687374749499,41.84103181169946,60.0,55.111111111111114,false
114,0.00012428038403226597,0.9811125427292048,80.42722305017386,42.68537074148296,40.803207535100114,64.0,60.44444444444444,false
115,0.0001178519061370504,0.9829956461882271,80.92399403874813,43.28657314629258,41.37031318143176,62.0,56.44444444444444,false
116,0.00011240495100797496,0.9834298889138363,80.77496274217586,43.08617234468938,40.962053837738324,64.0,58.44444444444444,false
117,0.00010794325171600358,0.9814345213647986,80.62593144560358,44.48897795591182,42.608066933689486,64.0,60.44444444444444,false
118,0.00010446986608696447,0.9791795250437358,81.17237953303527,44.88977955911824,42.815082474386074,60.0,55.111111111111114,false
119,0.00010198717460586796,0.9770066347278532,80.92399403874813,43.687374749499,41.88438138291416,64.0,58.77777777777777,false
120,0.00010049687878544198,0.9695696297179865,81.2220566318927,44.08817635270541,42.04326900860216,66.0,61.77777777777778,false
