epoch,train_loss,train_acc@1
1,3.1807549379433797,13.893312101910828
2,2.066170086526567,35.42993630573248
3,1.6657330253321654,44.14808917197452
4,1.358746651631252,53.66242038216561
5,1.3024919572149871,56.60828025477707
