epoch,train_loss,train_acc@1
1,2.9932046574392137,17.038216560509554
2,2.1723962149042992,33.67834394904459
3,1.8345340300517476,43.152866242038215
4,1.602861958704177,48.96496815286624
5,1.459227269622171,51.910828025477706
6,1.3680711589801084,54.73726114649681
7,1.3284891896946416,56.25
8,1.2578822419901563,59.15605095541401
9,1.1906359104593849,60.98726114649681
10,1.196740426834981,60.35031847133758
11,1.103518301893951,64.3312101910828
12,1.0540787869957602,65.12738853503184
13,1.031707341503945,65.88375796178345
14,0.9996634114320111,66.48089171974522
15,0.928642042123588,69.18789808917198
16,0.9374141093272312,69.34713375796179
17,0.8872154127260682,69.94426751592357
18,0.8841652175423446,70.85987261146497
19,0.8672125893793289,70.46178343949045
20,0.8698564995625976,71.05891719745223
21,0.8055754121701428,73.40764331210191
22,0.7902770968759136,73.40764331210191
23,0.8073415549317743,71.77547770700637
24,0.7957731975111991,74.04458598726114
25,0.7747359036639997,75.03980891719745
26,0.7129161359777876,76.43312101910828
27,0.7631594037554067,74.36305732484077
28,0.7215791500298081,75.87579617834395
29,0.721855431984944,75.47770700636943
30,0.711970957221499,76.59235668789809
31,0.6811459580804132,75.75636942675159
32,0.6932294843303171,76.87101910828025
33,0.683953234344531,76.671974522293
34,0.6842994010372526,77.50796178343948
35,0.6760351141546942,77.50796178343948
36,0.645912625987059,78.54299363057325
37,0.6195918017891562,78.74203821656052
38,0.6493798782871028,78.18471337579618
39,0.6341560080552556,78.70222929936305
40,0.6158487310834752,79.53821656050955
41,0.6330270641928266,79.37898089171975
42,0.5671544133857557,81.28980891719745
43,0.6276169013065896,78.5828025477707
44,0.6062178152381994,79.578025477707
45,0.5598876339614771,81.05095541401273
46,0.5624339219870841,80.49363057324841
47,0.5382157514809044,81.64808917197452
48,0.5652628423302037,80.4140127388535
49,0.5404916250022354,81.80732484076434
50,0.5026030276611353,82.80254777070064
51,0.5402327001474465,81.76751592356688
52,0.530340940519503,81.60828025477707
53,0.49638915346686246,83.59872611464968
54,0.548904018796933,81.52866242038216
55,0.5032688827271674,82.72292993630573
56,0.5245483365787822,82.12579617834395
57,0.5381461772949073,81.88694267515923
58,0.44836936634816943,84.07643312101911
59,0.48683414983141954,83.55891719745223
60,0.47749606173509246,83.24044585987261
61,0.5004745960994891,84.11624203821655
62,0.4782778911150185,83.8375796178344
63,0.4364844021523834,85.27070063694268
64,0.4810055321568896,84.39490445859873
65,0.46532658938389676,84.9124203821656
66,0.4602227182524979,84.47452229299363
67,0.4287712358555217,85.70859872611464
68,0.43328643794272353,84.47452229299363
69,0.4369471815361339,85.19108280254777
70,0.4305487850289436,84.67356687898089
71,0.42766585224752973,85.35031847133757
72,0.4128563345237902,86.34554140127389
73,0.41374415225663763,87.02229299363057
74,0.4131109332013282,85.70859872611464
75,0.41495908635437107,86.22611464968153
76,0.41225871994237234,86.26592356687898
77,0.3975372392280846,86.62420382165605
78,0.3836246942448768,85.86783439490446
79,0.4102611906209569,85.94745222929936
80,0.3945685255869179,86.90286624203821
81,0.37831850323802346,86.5843949044586
82,0.36738119412000014,87.10191082802548
83,0.37576001825605987,87.46019108280255
84,0.36097160237989606,88.1767515923567
85,0.35275587714781426,88.05732484076434
86,0.37107132802343673,87.46019108280255
87,0.34421661562600714,88.57484076433121
88,0.3521716307113125,88.09713375796179
89,0.33308979470259065,88.97292993630573
90,0.3644453880323726,87.81847133757962
