category,n,acc@1,acc@5
nuts,107,0.0,11.214953271028037
spices,98,0.0,2.0408163265306123
herbs,98,0.0,11.224489795918368
fruits,99,1.0101010101010102,9.090909090909092
vegetables,100,1.0,10.0
