category,n,acc@1,acc@5
nuts,107,22.429906542056074,59.813084112149525
spices,98,30.612244897959183,62.244897959183675
herbs,98,17.346938775510203,55.10204081632652
fruits,99,34.34343434343434,74.74747474747475
vegetables,100,30.0,68.0
