category,n,acc@1,acc@5
nuts,107,51.4018691588785,94.39252336448598
spices,98,53.06122448979592,84.6938775510204
herbs,98,29.591836734693878,57.14285714285714
fruits,99,41.41414141414141,83.83838383838383
vegetables,100,26.0,74.0
