channel_set,confusion_matrix_csv,encoder_frozen,encoder_source_run_id,file_acc@1,file_acc@5,file_level_model_family,file_macro_f1,file_macro_precision,file_macro_recall,g,per_category_accuracy_csv,per_file_predictions_csv,run_id,selection_rules,split,stride,summary_json,track,view_mode,window_size
all12,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m03_attention_deepsets_frozen_seed11-20260402-131031-4ed921cd/file_level/attention_deepsets/confusion_matrix.csv,true,m01c_cnn_all12_diff_locked_seed42-20260402-013907-e83f43b0,82.0,98.0,attention_deepsets,76.66666666666666,74.0,82.0,25,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m03_attention_deepsets_frozen_seed11-20260402-131031-4ed921cd/file_level/attention_deepsets/per_category_accuracy.csv,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m03_attention_deepsets_frozen_seed11-20260402-131031-4ed921cd/file_level/attention_deepsets/per_file_predictions.csv,m03_attention_deepsets_frozen_seed11-20260402-131031-4ed921cd,validation_only_checkpoint_selection,test,50,/Users/jeremykalfus/CodingProjects/smelt/results/runs/m03_attention_deepsets_frozen_seed11-20260402-131031-4ed921cd/file_level/attention_deepsets/summary_metrics.json,moonshot-enhanced-setting,diff_all12,100
