category,n,acc@1,acc@5
nuts,107,61.6822429906542,91.58878504672897
spices,98,70.40816326530613,95.91836734693877
herbs,98,55.10204081632652,89.79591836734694
fruits,99,81.81818181818183,98.98989898989899
vegetables,100,53.0,94.0
