category,n,acc@1,acc@5
nuts,107,52.336448598130836,87.85046728971963
spices,98,59.183673469387756,92.85714285714286
herbs,98,56.12244897959183,91.83673469387756
fruits,99,75.75757575757575,96.96969696969697
vegetables,100,71.0,96.0
